Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
"    basil, dried, ground",0.010417,Ounce-weight,0.3,0.69,0.11,0.06,0.07,0.14,0.11,0,0.01,0,0,0.02,0.01,0.01,0,0,0,0,0.03,2.2,0.11,0.22,0,1.12,0,0,0.01,0.03,0,0,0,0,0,0,0.03,0.92,0.92,5.06,0,6.61,0,0.01,0,0,0.27,2.1,0.03,0,0.81,7.77,0.01,0.22,0.02,0,0,0,0,0.16
"    oregano, fresh",0.010417,Ounce-weight,0.3,0.19,0.05,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0.24,3.99,0.2,0.4,0,2.39,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0.16,0,0,0.12,0.97,0,0.01,0,0,0,0,0,0
"    onion, white, fresh, chopped",0.054688,Pound,24.81,9.92,0.22,0.09,0.27,2.32,0.42,0,1.05,0.81,0.24,0.84,0.02,0.01,0,0,0,0,22.1,0.5,0.02,0.05,0,0.25,0.01,0.01,0.03,0.09,0.03,0,0.87,1.84,0,0,0,4.71,4.71,0.1,0.03,5.71,0,0.01,0,0.5,0.05,2.48,0.03,1.24,7.19,36.22,0.12,0.99,0.04,0,0,0,0,1.51
"    garlic, minced",0.013021,Pound,5.91,17.72,5.32,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    black pepper, ground",0.010417,Ounce-weight,0.3,0.74,0.09,0.04,0.03,0.19,0.07,0,0,0,0,0.11,0.01,0,0,0,0,0,0.04,1.62,0.08,0.16,0,0.92,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0.05,0.48,0,1.31,0.05,0,0,0,0.03,0.5,0.04,0,0.47,3.92,0.01,0.06,0,0,0,0,0,0.03
"    chili peppers, red, crushed flakes",0.010417,Ounce-weight,0.3,0.94,0.46,0.09,0.04,0.17,0.08,0,0.03,0,0,0.06,0.05,0.01,0.01,0.02,0,0,0.02,122.88,6.14,12.29,0,64.5,0,0,0.03,0.03,0.01,0,0,0.23,0,0,0.09,0.31,0.31,0.24,0,0.44,0,0,0,0,0.02,0.45,0.01,0,0.87,5.95,0.03,0.09,0.01,0,0.02,0,0,0.15
"    beans, small white, dry",0.015625,Pound,7.09,23.81,0.75,0.19,1.5,4.41,1.76,0.51,0,0,0,0,0.08,0.02,0.01,0.04,0,0,0.83,0,0,0,0,0,0.05,0.01,0.1,0.39,0.03,0,0,0,0,0,0,27.36,27.36,0,0.05,12.26,0,0.05,0,0,0.55,12.97,0.09,0,31.54,109.29,0.91,0.85,0.2,0.02,0.02,0,0,0
"    spinach, baby, fresh",0.125,Pound,56.7,13.34,0,0,1.33,2,1.33,0,0,0,0,0.67,0,0,0,0,0,0,0,3668.76,183.44,366.88,0,0,0,0,0,0,0,0,0,16.01,0,0,0,106.73,0,272.16,0,53.36,0,0,0,0,1.8,40.02,0.53,0,0,0,0,43.36,0,0,0,0,0,0
"    zucchini, fresh, with skin",0.25,Pound,113.4,19.28,3.27,0.86,1.37,3.53,1.01,0.11,2.52,2.47,0.05,0,0.36,0.1,0.01,0.1,0,0,107.49,226.8,11.34,22.68,0,136.08,0.05,0.11,0.51,0.7,0.18,0,0,20.3,0,0,0.14,27.22,27.22,4.88,0.23,18.14,0,0.06,0,0,0.42,20.41,0.2,13.61,43.09,295.97,0.23,9.07,0.36,0.07,0.03,0,0,10.77
"    broccoli florets, fresh",0.125,Pound,56.7,15.88,1.79,0.28,1.69,2.87,1.3,0.14,0.84,0,0,0.73,0.2,0.03,0.01,0.09,0,0,51.42,1700.97,85.05,170.1,0,0,0.04,0.07,0.36,0.64,0.09,0,0,52.84,0,0,0,40.26,40.26,0,0.3,27.22,0,0.03,0,0,0.5,14.17,0.13,2.83,37.42,184.27,1.7,15.31,0.23,0.07,0.02,0,0,0
"    cashews, raw, whole",0.449976,Ounce-weight,12.76,72.89,49.2,8.2,2.28,3.64,0.46,0,0.91,0,0,2.28,5.47,0.91,3.19,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0.82,0,0,0,0,0,0,2.28,0,0,0,0,0,0
"    water, tap",0.040907,Cup,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.01,0,0,0.1,0,0,0,0,0,0.39,0,0,0,0,0,0
    sea salt,0.022,ounce-weight,0.623689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.714,,,,,,
Total,1,Serving,506.05,436.99,78.16,12.06,24.02,66.01,12.23,0.79,11.59,3.28,0.3,39.52,8.68,1.34,4.62,1.33,0,0,337.56,6724.9,336.24,672.49,0,245.06,1.67,1.45,6.94,7.77,1.11,2.25,2.63,105.44,0,0,0.54,207.55,100.82,283.15,0.65,197.39,0.05,0.19,0.01,0.5,5.95,96.88,1.08,17.68,138.55,1270.23,3.16,766.5,1.15,0.17,0.25,0,0,14.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chana Masala,1,Serving,404.55,394.34,82.6,8.57,18.11,61.67,15.34,2.85,16.04,3.26,0.81,29.03,9.24,0.95,3.45,2.09,0,0,298.93,4092.98,204.65,409.3,0,1595.77,0.34,0.17,1.27,3.59,0.49,0,3.11,44.29,0,0,1.26,384.84,370.92,47.75,1.25,158.34,0,0.47,0.04,1.55,5.97,70.73,13.35,4.98,192.31,904.95,0.64,748.2,1.95,0.1,1.99,0,0,78.39
"    oil, olive",0.016304,Cup,3.52,31.13,31.13,4.38,0,0,0,0,0,0,0,0,3.52,0.49,2.57,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,2.12,0,0.04,0,0,0,0,0.02,0,0,0,0,0.04,0,0.07,0,0.03,0.34,0,0,0.01
"    onion, yellow, fresh, chopped",2.72826,Ounce-weight,77.34,30.94,0.7,0.29,0.85,7.22,1.31,0,3.28,2.52,0.76,2.63,0.08,0.03,0.01,0.01,0,0,68.92,1.55,0.08,0.15,0,0.77,0.04,0.02,0.09,0.27,0.09,0,2.71,5.72,0,0,0.02,14.7,14.7,0.31,0.1,17.79,0,0.03,0,1.55,0.16,7.73,0.1,3.87,22.43,112.92,0.39,3.09,0.13,0,0.01,0,0,4.72
"    garlic, minced",0.108696,Ounce-weight,3.08,9.24,2.77,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ginger root, fresh",0.016304,Pound,7.4,5.92,0.5,0.14,0.13,1.31,0.15,0,0.13,0,0,1.04,0.06,0.02,0.01,0.01,0,0,5.83,0,0,0,0,0,0,0,0.06,0.07,0.01,0,0,0.37,0,0,0.02,0.81,0.81,0.01,0.02,1.18,0,0.02,0,0,0.04,3.18,0.02,0,2.51,30.69,0.05,0.96,0.03,0,0.01,0,0,2.13
"    jalapeno peppers, fresh",0.130435,Ounce-weight,3.7,1.07,0.12,0.03,0.03,0.24,0.1,0,0.14,0.14,0,0,0.01,0,0,0,0,0,3.39,39.86,1.99,3.99,0,20.74,0,0,0.05,0.05,0.02,0,0,4.39,0,0,0.13,1,1,0.68,0.01,0.44,0,0,0,0,0.01,0.55,0,0,0.96,9.17,0.01,0.11,0.01,0,0,0,0,0.28
"    coriander seed, ground",0.054348,Ounce-weight,1.54,6.86,2.61,0,0.22,0.85,0.82,0,0,0,0,0,0.29,0,0,0,0,0,0.1,0.77,0.04,0.08,0,0.46,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,11.25,0,0,0,0,0.08,0,0,0,0,0,0,0.37,0,0,0,0,0,0
"    cumin seeds, ground",0.076087,Ounce-weight,2.16,9.6,4.5,0,0.41,0.86,0.78,0,0,0,0,0,0.5,0,0,0,0,0,0.22,9.71,0.49,0.97,0,5.82,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,17.9,0,0,0,0,0.74,0,0,0,0,0,0,4.27,0,0,0,0,0,0
"    cayenne chili pepper, dried, ground",0.001359,Cup,0.12,0.37,0.18,0.03,0.01,0.07,0.03,0,0.01,0,0,0.02,0.02,0,0,0.01,0,0,0.01,48.85,2.44,4.88,0,25.64,0,0,0.01,0.01,0,0,0,0.09,0,0,0.04,0.12,0.12,0.09,0,0.17,0,0,0,0,0.01,0.18,0,0,0.34,2.36,0.01,0.04,0,0,0.01,0,0,0.06
"    turmeric, ground",0.021739,Ounce-weight,0.62,1.92,0.18,0.1,0.06,0.41,0.14,0,0.02,0.01,0.01,0.25,0.02,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0.03,0.12,0.12,0.08,0,1.04,0,0.01,0,0,0.34,1.28,0.12,0,1.84,12.82,0.04,0.17,0.03,0,0,0,0,0.3
"    paprika, ground",0.211957,Ounce-weight,6.01,22.23,6,0,0.91,3.3,2.16,0,0,0,0,0,0.67,0,0,0,0,0,0.67,2529.73,126.49,252.97,0,1517.84,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,12.62,0,0,0,0,0.75,0,0,0,0,0,0,6.35,0,0,0,0,0,0
"    spice blend, garam masala",0.021739,Ounce-weight,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    tomatoes, crushed",5.07065,Ounce-weight,143.75,35.35,0,0,2.36,7.07,1.77,0,5.3,0,0,0,0,0,0,0,0,0,130.04,942.63,47.13,94.26,0,0,0,0,0,0,0,0,0,14.14,0,0,0,0,0,0,0,47.13,0,0,0,0,0.85,0,0,0,0,223.87,0,329.92,0,0,0,0,0,0
"    chickpeas, dry",2.15217,Ounce-weight,61.01,230.63,33.17,3.31,12.49,38.41,7.44,2.68,6.53,0,0,24.44,3.69,0.37,0.84,1.67,0,0,4.69,40.88,2.04,4.09,0,24.41,0.29,0.13,0.94,2.97,0.33,0,0,2.44,0,0,0.5,339.84,339.84,5.49,0.97,34.78,0,0.4,0,0,2.63,48.2,13,0,153.75,438.07,0,14.64,1.68,0.06,1.6,0,0,60.59
"    cauliflower florets, fresh",0.788043,Ounce-weight,22.34,5.59,0.56,0.26,0.43,1.11,0.45,0.16,0.43,0.43,0,0.24,0.06,0.03,0.01,0.01,0,0,20.57,0,0,0,0,0,0.01,0.01,0.11,0.19,0.04,0,0.38,10.77,0,0,0.02,12.73,12.73,3.46,0.15,4.91,0,0.01,0,0,0.09,3.35,0.03,1.12,9.83,66.8,0.13,6.7,0.06,0,0,0,0,9.9
"    spinach, baby, fresh",0.016304,Pound,7.4,1.74,0,0,0.17,0.26,0.17,0,0,0,0,0.09,0,0,0,0,0,0,0,478.53,23.93,47.85,0,0,0,0,0,0,0,0,0,2.09,0,0,0,13.92,0,35.5,0,6.96,0,0,0,0,0.23,5.22,0.07,0,0,0,0,5.66,0,0,0,0,0,0
"    lemon juice, fresh",0.26087,Fluid ounce,7.96,1.75,0.17,0.03,0.03,0.55,0.02,0.01,0.2,0.17,0.03,0.32,0.02,0,0,0,0,0,7.34,0.48,0.02,0.05,0,0.08,0,0,0.01,0.01,0,0,0.02,3.08,0,0,0.01,1.59,1.59,0,0.01,0.48,0,0,0,0,0.01,0.48,0,0,0.64,8.2,0.01,0.08,0,0,0,0,0,0.41
"    water, tap",1.8587,Fluid ounce,55.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0.01,0.04,0,0,0.55,0,0,0,0,0,2.2,0.01,0,0,0,0,0
    sea salt,0.034,ounce-weight,0.963883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.558,,,,,,
Total,1,Serving,404.55,394.34,82.6,8.57,18.11,61.67,15.34,2.85,16.04,3.26,0.81,29.03,9.24,0.95,3.45,2.09,0,0,298.93,4092.98,204.65,409.3,0,1595.77,0.34,0.17,1.27,3.59,0.49,0,3.11,44.29,0,0,1.26,384.84,370.92,47.75,1.25,158.34,0,0.47,0.04,1.55,5.97,70.73,13.35,4.98,192.31,904.95,0.64,748.2,1.95,0.1,1.99,0,0,78.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Spiced Rice,1,Serving,26.71,58.81,5.45,1,1.91,11.65,1.11,0.06,0.7,0.05,0.64,0.8,0.61,0.11,0.11,0.05,0,0,10.99,297.14,14.86,29.72,0,173.23,0.04,0.02,1.24,1.33,0.01,0,0,2.53,0,0,0.03,7.32,7.32,3.85,0.07,12.48,0,0.02,0,0,0.81,6.33,0.07,0.68,15,34.49,0.3,17.88,0.15,0.01,0.04,0,0,3.88
"    rice, brown",0.214286,Cup,12.28,45.44,3.43,0.81,1.06,9.45,0.42,0,0,0,0,0,0.38,0.09,0,0,0,0,0,6.2,0.31,0.62,0,0,0,0,0.97,0.97,0,0,0,0.01,0,0,0,0,0,0,0,2.4,0,0,0,0,0.09,0,0,0,0,0,0,1.84,0,0,0,0,0,0
    cumin seeds,0.026786,Ounce-weight,0.76,2.85,1.52,0.1,0.14,0.34,0.08,0,0.02,0,0,0.24,0.17,0.01,0.11,0.02,0,0,0.06,9.64,0.48,0.96,0,5.79,0,0,0.03,0.03,0,0,0,0.06,0,0,0.03,0.08,0.08,0.04,0,7.07,0,0.01,0,0,0.5,2.78,0.03,0,3.79,13.58,0.04,1.28,0.04,0,0.02,0,0,0.19
"    peas, green, frozen",0.482143,Ounce-weight,13.67,10.52,0.49,0.08,0.71,1.86,0.62,0.06,0.68,0.05,0.64,0.56,0.05,0.01,0,0.02,0,0,10.93,281.3,14.06,28.13,0,167.44,0.04,0.01,0.24,0.32,0.01,0,0,2.46,0,0,0,7.24,7.24,3.81,0.07,3.01,0,0.02,0,0,0.21,3.55,0.05,0.68,11.21,20.91,0.26,14.76,0.11,0,0.02,0,0,3.69
Total,1,Serving,26.71,58.81,5.45,1,1.91,11.65,1.11,0.06,0.7,0.05,0.64,0.8,0.61,0.11,0.11,0.05,0,0,10.99,297.14,14.86,29.72,0,173.23,0.04,0.02,1.24,1.33,0.01,0,0,2.53,0,0,0.03,7.32,7.32,3.85,0.07,12.48,0,0.02,0,0,0.81,6.33,0.07,0.68,15,34.49,0.3,17.88,0.15,0.01,0.04,0,0,3.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower Alfredo,1,Serving,296.58,201.52,81.03,13.54,9.53,22.95,6.48,0.9,5.98,1.83,2.19,10.49,9.05,1.5,5.37,1.42,0,0,166.42,2565.72,128.29,256.57,0,557.86,1.99,1.61,8.44,9.32,1.28,2.63,3.49,89.13,0,0,0.49,101.56,101.56,28.23,1.12,87.58,0.09,0.15,0.01,0,2.68,42.88,0.63,8.39,141.59,554.56,4.22,764.5,1.22,0.1,0.38,0,0,52.33
"    black pepper, ground",0.02,Ounce-weight,0.57,1.42,0.17,0.07,0.06,0.36,0.14,0,0,0,0,0.22,0.02,0.01,0,0.01,0,0,0.07,3.1,0.16,0.31,0,1.76,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.1,0.1,0.93,0.01,2.51,0.09,0.01,0,0,0.06,0.97,0.07,0,0.9,7.54,0.03,0.11,0.01,0,0,0,0,0.06
"    broccoli florets, fresh",1.4,Ounce-weight,39.69,11.11,1.25,0.19,1.18,2.01,0.91,0.1,0.59,0,0,0.51,0.14,0.02,0.01,0.07,0,0,35.99,1190.68,59.53,119.07,0,0,0.03,0.05,0.25,0.45,0.06,0,0,36.99,0,0,0,28.18,28.18,0,0.21,19.05,0,0.02,0,0,0.35,9.92,0.09,1.98,26.19,128.99,1.19,10.72,0.16,0.05,0.02,0,0,0
"    broth, vegetable, low sodium",2.8,Fluid ounce,84.7,5.25,0,0,0,1.05,0.35,0,0.35,0,0,0.35,0,0,0,0,0,0,0,437.5,21.88,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cashews, raw, whole",0.462,Ounce-weight,13.1,74.84,50.52,8.42,2.34,3.74,0.47,0,0.94,0,0,2.34,5.61,0.94,3.27,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0.84,0,0,0,0,0,0,2.34,0,0,0,0,0,0
"    water, tap",0.042,Cup,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.01,0,0,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0
"    cauliflower florets, fresh",2.92,Ounce-weight,82.78,20.7,2.09,0.97,1.59,4.11,1.66,0.6,1.58,1.58,0,0.88,0.23,0.11,0.03,0.03,0,0,76.22,0,0,0,0,0,0.04,0.05,0.42,0.7,0.15,0,1.41,39.9,0,0,0.07,47.18,47.18,12.83,0.55,18.21,0,0.03,0,0,0.35,12.42,0.13,4.14,36.42,247.51,0.5,24.83,0.22,0.01,0.01,0,0,36.67
"    garlic cloves, fresh",0.3,Ounce-weight,8.5,12.67,0.38,0.07,0.54,2.81,0.18,0,0.09,0,0,2.55,0.04,0.01,0,0.02,0,0,4.98,0.77,0.04,0.08,0,0.43,0.02,0.01,0.06,0.15,0.11,0,0,2.65,0,0,0.01,0.26,0.26,0.14,0.05,15.39,0,0.03,0,0,0.14,2.13,0.14,0,13.01,34.1,1.21,1.45,0.1,0,0.02,0,0,1.97
    garlic powder,0.4,Teaspoon,1.24,4.1,0.08,0.03,0.21,0.9,0.11,0,0.03,0,0.03,0.76,0.01,0,0,0,0,0,0.08,0,0,0,0,0,0.01,0,0.01,0.03,0.02,0,0,0.01,0,0,0.01,0.58,0.58,0,0.01,0.98,0,0.01,0,0,0.07,0.95,0.01,0,5.13,14.79,0.3,0.74,0.04,0,0,0,0,0.84
"    lemon juice, fresh",0.1,Fluid ounce,3.05,0.67,0.07,0.01,0.01,0.21,0.01,0,0.08,0.06,0.01,0.12,0.01,0,0,0,0,0,2.82,0.18,0.01,0.02,0,0.03,0,0,0,0,0,0,0.01,1.18,0,0,0,0.61,0.61,0,0,0.18,0,0,0,0,0,0.18,0,0,0.24,3.14,0,0.03,0,0,0,0,0,0.16
    nutritional yeast,0.6,Tablespoon,2.25,8.69,0.89,0.14,1.14,0.81,0.46,0,0,0,0,0.35,0.1,0.02,0.06,0,0,0,0,0,0,0,0,0,1.78,1.46,6.91,6.91,0.89,2.63,2.07,0,0,0,0,0,0,0,0.03,0.9,0,0,0,0,0.12,3.33,0.02,0,19.4,39.6,0,3.92,0.29,0,0,0,0,0
"    oil, olive",0.2,Tablespoon,2.7,23.87,23.87,3.36,0,0,0,0,0,0,0,0,2.7,0.37,1.97,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,1.63,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.05,0,0.02,0.26,0,0,0.01
    onion powder,0.4,Teaspoon,0.96,3.27,0.09,0.02,0.1,0.76,0.15,0,0.06,0.03,0.04,0.55,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.22,0,0,0,0.61,0.61,0.04,0.01,3.69,0,0.01,0,0,0.04,1.08,0.01,0,3.09,9.46,0.14,0.7,0.04,0,0,0,0,0.37
"    peas, green, frozen",1.6,Ounce-weight,45.36,34.93,1.63,0.27,2.37,6.18,2.04,0.19,2.27,0.15,2.12,1.87,0.18,0.03,0.01,0.08,0,0,36.28,933.49,46.67,93.35,0,555.65,0.12,0.05,0.78,1.05,0.04,0,0,8.16,0,0,0.01,24.04,24.04,12.66,0.25,9.98,0,0.06,0,0,0.69,11.79,0.15,2.27,37.19,69.4,0.86,48.99,0.37,0.01,0.06,0,0,12.25
    sea salt,0.061,ounce-weight,1.7293195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.207,,,,,,
Total,1,Serving,296.58,201.52,81.03,13.54,9.53,22.95,6.48,0.9,5.98,1.83,2.19,10.49,9.05,1.5,5.37,1.42,0,0,166.42,2565.72,128.29,256.57,0,557.86,1.99,1.61,8.44,9.32,1.28,2.63,3.49,89.13,0,0,0.49,101.56,101.56,28.23,1.12,87.58,0.09,0.15,0.01,0,2.68,42.88,0.63,8.39,141.59,554.56,4.22,764.5,1.22,0.1,0.38,0,0,52.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Lentil Penne Pasta,1,Serving,85.05,320.4,10.8,0,21.6,52.8,10.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0
    Green Lentil Penne,3,Ounce-weight,85.05,320.4,10.8,0,21.6,52.8,10.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1,Serving,85.05,320.4,10.8,0,21.6,52.8,10.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunchtime Chili,1,Serving,346.92,338.13,70.91,12.69,19.54,50.84,12.59,0.58,10.78,5.82,1.31,22.78,7.94,1.41,3.6,2.02,0,0,198.47,4414.79,220.74,441.48,0,1991.56,0.48,0.42,4.13,7.58,0.51,0.05,0.68,20.87,0.77,0.03,2.07,259.52,246.35,50.43,1.26,158.56,0.09,0.92,0,0.35,5.69,133.93,1.29,4.71,341.21,1345.12,12.48,766.2,2.38,0.24,1.78,0,0,43.45
"    kidney beans, all types, dry",0.584416,Ounce-weight,16.57,55.17,1.24,0.18,3.91,9.94,4.13,0,0.37,0,0,5.45,0.14,0.02,0.01,0.08,0,0,1.95,0,0,0,0,0,0.09,0.04,0.34,1.11,0.07,0,0,0.75,0,0,0.04,65.28,65.28,3.15,0.13,23.69,0,0.16,0,0,1.36,23.2,0.17,0,67.43,232.94,0.53,3.98,0.46,0.05,0.03,0,0,0
"    black beans, dry",0.512987,Ounce-weight,14.54,49.59,1.86,0.48,3.14,9.07,2.25,0.3,0.31,0,0,6.51,0.21,0.05,0.02,0.09,0,0,1.6,2.47,0.12,0.25,0,0,0.13,0.03,0.28,0.9,0.04,0,0,0,0,0,0.03,64.57,64.57,0.81,0.13,17.89,0,0.12,0,0,0.73,24.87,0.15,0,51.19,215.67,0.47,0.73,0.53,0.04,0.05,0,0,9.66
"    pinto beans, dry",0.512987,Ounce-weight,14.54,50.46,1.61,0.31,3.12,9.1,2.25,0,0.31,0.02,0.29,6.54,0.18,0.03,0.03,0.06,0,0,1.65,0,0,0,0,0,0.1,0.03,0.17,0.75,0.07,0,0,0.92,0,0,0.03,76.35,76.35,0.81,0.11,16.43,0,0.13,0,0,0.74,25.6,0.17,0,59.77,202.58,4.06,1.75,0.33,0.03,0.02,0,0,9.63
"    tomatoes, crushed, canned",3.57143,Ounce-weight,101.25,32.4,2.55,0.36,1.66,7.38,1.92,0,4.45,4.42,0.02,1,0.28,0.04,0.04,0.11,0,0,90.56,217.68,10.88,21.77,0,130.61,0.08,0.05,1.24,1.44,0.15,0,0,9.31,0,0,1.27,13.16,13.16,5.37,0.28,34.42,0,0.19,0,0,1.32,20.25,0.19,0,32.4,296.66,0.61,188.32,0.27,0.01,0.11,0,0,13.06
"    zucchini, fresh, with skin",0.798701,Ounce-weight,22.64,3.85,0.65,0.17,0.27,0.7,0.2,0.02,0.5,0.49,0.01,0,0.07,0.02,0,0.02,0,0,21.46,45.29,2.26,4.53,0,27.17,0.01,0.02,0.1,0.14,0.04,0,0,4.05,0,0,0.03,5.43,5.43,0.97,0.05,3.62,0,0.01,0,0,0.08,4.08,0.04,2.72,8.6,59.1,0.05,1.81,0.07,0.01,0.01,0,0,2.15
"    onion, yellow, fresh, chopped",0.038961,Pound,17.67,7.07,0.16,0.07,0.19,1.65,0.3,0,0.75,0.57,0.17,0.6,0.02,0.01,0,0,0,0,15.75,0.35,0.02,0.04,0,0.18,0.01,0,0.02,0.06,0.02,0,0.62,1.31,0,0,0,3.36,3.36,0.07,0.02,4.06,0,0.01,0,0.35,0.04,1.77,0.02,0.88,5.13,25.8,0.09,0.71,0.03,0,0,0,0,1.08
"    garlic, minced",0.064935,Ounce-weight,1.84,5.52,1.66,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    tempeh,1.02597,Ounce-weight,29.09,55.84,28.27,6.65,5.9,2.22,0,0,0,0,0,0,3.14,0.74,0.93,1.25,0,0,17.35,0,0,0,0,0,0.02,0.1,0.77,1.71,0.06,0.02,0,0,0,0,0,6.98,6.98,0,0.08,32.29,0,0.16,0,0,0.79,23.56,0.38,0,77.37,119.83,0,2.62,0.33,0.07,1.18,0,0,0
"    cinnamon, ground",0.006899,Ounce-weight,0.2,0.48,0.02,0.01,0.01,0.16,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0.02,0.58,0.03,0.06,0,0.22,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.06,0,1.96,0,0,0,0,0.02,0.12,0.03,0,0.13,0.84,0.01,0.02,0,0,0,0,0,0.02
"    chili powder, Eagle, food service",0.025974,Ounce-weight,0.74,9.82,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
